"state.abb","fips","county_name","pslave1860","longitude","latitude","coarea00","coarea","rugged","land.ineq1860","sfarmprop1860","totpop1860","fvalpc1860","fvalpac1860","acimp1860","fbprop1860","rail1860","water1860","sprop1850","sprop","cottonsuit","nmatch.diff.20","blkprop1870","blkprop20","blkprop40","blkprop70","blkprop00","blkprop2010","totpop00","highsch90","unemp","medinc00","wbincratio00","slavesperhouse","s.mortrate","w.mortrate","livstock","livstock1870","farmval","farmval1870","totpop1880","totpop1890","totpop10","totpop20","totpop30","totpop40","totpop50","lynchings","lynchrate","tractors40","tractors30","blklwage1940","whtlwage1940","btenantprop25","wtenantprop25","coacres25","bfarmerownerprop25","wfarmerownerprop25","sprop.1","land.ineq","sfarmprop","totpop","fvalpc","acimp","fbprop","rail","water","pdem1840","pdem1844","pdem1848","pdem1852","pdem1856","pdem1860","pdem1864","pdem1868","pdem1872","pdem1876","pdem1880","pdem1884","pdem1888","pdem1892","pdem1896","pdem1900","pdem1904","pdem1908","pdem1912","pdem1916","pdem1920","pdem1924","pdem1928","pdem1932","pdem1936","pdem1940","pdem1944","pdem1948","pdem1952","pdem1956","pdem1960","pdem1964","breckinridge1860","wallace68.alt","thurmond48","wht.obama.vote","stot1860","whtot1860","wbincratio2014","w.med.income2014","b.med.income2014","outflow","inflow","therm.diff","btherm","wtherm","sample.size","sample.size.td","sample.size.bt","sample.size.wt"
"MD",24510,"Baltimore city",0.0115577942749441,-76.6107489398065,39.3010980683072,0.0248756087765279,81,32.8842658996582,0.48512062477241,0.409900014035225,217438.703065534,9.5931694672431,108.897223728551,19155.0000617538,0.119906897963654,1,1,NA,0.0104416763174496,0.4091,1,NA,0.147612649320139,0.193042719124665,0.463931354808509,0.643397721583527,0.637368530390797,651154,60.7000007629395,7.4,27713,1.41416685749179,NA,NA,NA,NA,NA,NA,NA,332313,434439,558485,733826,804874,859100,949708,0,0,0.0514240506329114,0.0356012658227848,6.56807791141198,7.08673793451058,66.6666666666667,22.9299363057325,50560,0.333333333333333,0.691082802547771,0.0104416763174496,0.580704474662788,0.862068965517241,212418,NA,NA,0.120893709572635,1,1,50.0999984741211,51.4000015258789,51,59.4000015258789,36.5999984741211,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5,NA,NA,NA,NA,NA,NA,NA,63.2000007629395,NA,NA,51.0099983215332,44.0900001525879,63.8600006103516,75.9800033569336,49.5999984741211,7.52994363580845,NA,NA,2513.1117974421,188853.190886263,1.83527114582409,62034,33801,126699,109999,27.9125348432571,57.0874651567429,79.5404919782355,3.72789996862411,3.146399974823,3.146399974823,3.72789996862411
"MA",25009,"Essex",0,-70.9515579425078,42.6721762371397,0.152100802673506,501,19.4370212554932,0.521976512953632,0.569944341372913,165611,62.3781330950239,73.0251652352172,141465,0.00397920427990894,1,1,0,0,NA,0,0.00516821596968777,0.00427040211052025,0.00345346585723122,0.00730850448433657,0.0259559121339086,0.0376568136832091,723419,80.1999969482422,3.6,44187,1.57995685885851,NA,NA,NA,856145,1251183,10330505,10576299,244535,299995,436477,482156,498040,496313,522384,0,0,0.1859375,0.0993460764587525,6.65415252018322,6.94697599213542,NA,NA,318080,NA,NA,0,0.521976512953632,0.569944341372913,165611,62.3781330950239,141465,0.00397920427990894,1,1,38.7999992370605,37.7999992370605,25.6000003814697,31.1000003814697,19.7999992370605,16.6000003814697,24.7999992370605,0,32.9000015258789,40.7000007629395,40.2000007629395,35.5999984741211,40.7999992370605,41.2000007629395,22.5,34.7000007629395,31.2999992370605,30.6000003814697,31,45.7000007629395,23.1000003814697,18.3999996185303,46.4000015258789,47.5999984741211,47.5999984741211,51.7000007629395,51.2000007629395,53.5999984741211,43.9799995422363,39.6699981689453,56.8899993896484,74.2600021362305,3.59999990463257,2.54672012714474,0,NA,0,164952,1.69797122664166,74237,43721,90635,88324,12.6110997142493,57.383552465303,67.3013295034268,30.6003999114037,13.6003999114037,27.6003999114037,13.6003999114037
"MA",25015,"Hampshire",0,-72.663922770501,42.3400721969119,0.154314661379491,529,146.94255065918,0.473268950880337,0.364535499823384,37823,204.37725722444,34.7504180752356,222448,0.00671549057451815,1,1,0,0,NA,0,0.00790754257907543,0.00419546257848532,0.0032431238873325,0.00756567538574459,0.0195729420496417,0.0248292004048583,152251,83,2.5,42287,1.19442606261135,NA,NA,NA,1086172,1773101,7730161,11543877,47232,51859,63327,69599,72801,72461,87594,0,0,0.135009310986965,0.0745192307692308,6.94697599213542,6.90775527898214,NA,NA,374400,NA,NA,0,0.473268950880337,0.364535499823384,37823,204.37725722444,222448,0.00671549057451815,1,1,27.7999992370605,26.8999996185303,18,23.8999996185303,13.1999998092651,10.8000001907349,14.6999998092651,0,25.2000007629395,33.2999992370605,29.1000003814697,36.7000007629395,40.2000007629395,41.0999984741211,14.1999998092651,28.7999992370605,26.5,29.7000007629395,32.0999984741211,41.0999984741211,28.2000007629395,24,46.9000015258789,45.9000015258789,49.9000015258789,52.9000015258789,54.0999984741211,50.2999992370605,41.5699996948242,37.8699989318848,56.9099998474121,73.4499969482422,4.09999990463257,3.57978261231856,0,NA,0,37569,1.67621691553016,62191,37102,20613,27766,18.2625074339421,63.3881256337856,83.3274049185498,13.0217999815941,4.65699994564056,8.65699994564056,6.04419994354248
"MA",25017,"Middlesex",0,-71.3918905170339,42.4854156525564,0.240336425993521,823,49.5895004272461,0.50188033674417,0.608108108108108,216354,112.760240161957,98.0839595218854,248727,0.00414136091775516,1,1,0,0,NA,0,0.00637499863314781,0.0127872736242728,0.00945346359340738,0.0125094112224713,0.0336496073416333,0.0465848571438076,1465396,84.3000030517578,2.5,53268,1.52200858871755,NA,NA,NA,1834446,2306538,24396129,19544230,317830,431167,669915,778352,934924,971390,1064569,0,0,0.196773220747889,0.138596754807692,6.68461172766793,7.09007683577609,NA,NA,532480,NA,NA,0,0.50188033674417,0.608108108108108,216354,112.760240161957,248727,0.00414136091775516,1,1,46.0999984741211,44.9000015258789,30.1000003814697,40.2000007629395,25.7999992370605,23,30.1000003814697,0,31.8999996185303,41.7000007629395,38.7000007629395,38.9000015258789,43.4000015258789,45.0999984741211,20,36,35.7999992370605,32.7000007629395,35.7000007629395,44.0999984741211,27.5,25.2999992370605,47.5999984741211,47.5999984741211,45.2000007629395,47.2000007629395,47,51.0999984741211,42.7099990844727,38.5900001525879,59,76.2399978637695,3,2.15983327025934,0,NA,0,215458,1.81493676726579,86538,47681,1198355,211925,10.1084491915021,67.2169656272542,76.622256071638,59.8473001122475,34.6245000958443,58.6245000958443,35.8473001122475
"MA",25021,"Norfolk",0,-71.0603398258838,42.2390182873659,0.116959768734422,400,26.1861152648926,0.49211131133202,0.783826429980276,102000.423763596,141.328258299227,189.375801301582,76121.3530832022,0.00225557071396089,1,1,0,0,NA,0,0.00394664758561318,0.00403047274752261,0.00335198966726121,0.00564415231112749,0.0317910897605442,0.0568651710516509,650308,88,2.4,54528,1.07241615103654,NA,NA,NA,784767,712484,15539042,7186306,96507,118950,187506,219081,299426,325180,392308,0,0,0.126805904522613,0.0800492610837438,6.65929391968364,7.24422751560335,NA,NA,259840,NA,NA,0,0.492671460882704,0.783826429980276,109950,141.328258299227,82054,0.00225557071396089,1,1,43.5,40.9000015258789,22.7000007629395,35.7000007629395,25,22.6000003814697,33.2999992370605,1.89999997615814,32.7000007629395,42.7000007629395,38.7999992370605,41.2999992370605,43.7000007629395,45.4000015258789,17.1000003814697,32.5999984741211,32.2999992370605,27.2999992370605,31.3999996185303,38.7000007629395,22.7000007629395,18.5,38.9000015258789,38.5999984741211,38.7999992370605,40.7999992370605,41.5999984741211,40.9000015258789,34.5,33.3199996948242,52.560001373291,72.8399963378906,2.90000009536743,2.86005133423933,0,NA,0,101770.354594943,1.44482084690554,88712,61400,78336,78191,11.6769291763652,65.2309147584722,76.6198979938651,37.5113000273705,27.5113000273705,36.5113000273705,27.5113000273705
"MA",25023,"Plymouth",0,-70.812528242561,41.9518131311667,0.19699746594503,661,17.0224361419678,0.433179253614987,0.777177825773938,64768,117.66066576087,79.6563777190103,95669,0.00677803853754941,1,1,0,0,NA,0,0.00774114587317372,0.0126140359818562,0.0228462777804104,0.0147338545635647,0.0456260495493018,0.0719471267015411,472822,83.8000030517578,3.3,49165,1.52036282858201,NA,NA,NA,632816,545703,7620646,4552483,74018,92700,144337,156968,162311,168824,189468,0,0,0.13671875,0.0666666666666667,6.16331480403464,6.90775527898214,NA,NA,432000,NA,NA,0,0.433179253614987,0.777177825773938,64768,117.66066576087,95669,0.00677803853754941,1,1,43.5,38.4000015258789,21.5,27.5,16.7000007629395,13.6000003814697,24.7999992370605,0,22.2999992370605,35.2000007629395,33.4000015258789,30.7000007629395,37.9000015258789,39.5999984741211,15,26.2000007629395,27.6000003814697,25,29.6000003814697,42.7999992370605,20.5,17.6000003814697,37.2999992370605,39.7999992370605,39.0999984741211,41.2000007629395,40.5,40.7999992370605,32.4700012207031,28.6100006103516,48.310001373291,68.1399993896484,2.90000009536743,3.56948244881776,0,NA,0,64329,1.66679187012228,79876,47922,51972,49772,0,50,50,1.6816999912262,1.6816999912262,1.6816999912262,1.6816999912262
"MA",25025,"Suffolk",0,-71.0701173367236,42.3337387802432,0.0192509571581245,59,17.4796352386475,0.556351992618842,0.742062541084531,200649.576236404,9.36009833130761,203.883168848249,9211.64691679783,0.0120405478878301,1,1,0,0,NA,0,0.0137923649012932,0.0202029390010078,0.0278413619261209,0.143229641317211,0.222407137068774,0.216464018459246,689807,75.4000015258789,3.5,36260,1.47885429311985,NA,NA,NA,31125,72560,754600,1676250,387927,484780,731388,835522,879536,863248,896615,0,0,0.0170454545454545,0.00284090909090909,6.79682371827486,7.00306545878646,NA,NA,35200,NA,NA,0,0.626443514644351,0.64,192700,3.91593149974053,3279,0.0124442138038402,1,1,36.2999992370605,33.9000015258789,22.2999992370605,41.7999992370605,30.2000007629395,21.7999992370605,36.2999992370605,1.70000004768372,38.5999984741211,52.4000015258789,50.0999984741211,54.7999992370605,54.5,54.7000007629395,31.7000007629395,52,52.2999992370605,45.7999992370605,47.0999984741211,57.5,36.2999992370605,35.5,66.8000030517578,67.0999984741211,63.9000015258789,63.2999992370605,62.5999984741211,69,59.5099983215332,53.7599983215332,74.4400024414062,86.2200012207031,4.30000019073486,3.04733067569039,0,NA,0,198210.645405057,1.76836680761099,66915,37840,154712,161204,10.447504461687,67.8746252434504,83.8572671416824,33.1161000132561,10.1161000132561,26.1161000132561,10.1161000132561
"MA",25027,"Worcester",0,-71.9077398638475,42.3514192011824,0.446807548498219,1513,82.6539993286133,0.480059429520814,0.406851045907623,159659,139.11064831923,45.5994625035672,487073,0.00481651519801577,1,0,0,0,NA,0,0.00589468440606903,0.00423610577081525,0.00364144547743176,0.009425222855656,0.0272956190917529,0.0417180095973712,750963,77.4000015258789,3.5,40489,1.41724326031409,NA,NA,NA,2756622,3814303,22210267,22495282,226897,280787,399657,455135,491242,504470,546401,0,0,0.153904210182768,0.0777233290488432,6.8351845861473,6.94697599213542,NA,NA,995840,NA,NA,0,0.480059429520814,0.406851045907623,159659,139.11064831923,487073,0.00481651519801577,1,1,36.5999984741211,39.4000015258789,26,29.2000007629395,18.6000003814697,21.2000007629395,23.7000007629395,0,26.5,39.4000015258789,35.2000007629395,32.5,40.2999992370605,42,19.3999996185303,33.2000007629395,31.8999996185303,30.2999992370605,29.8999996185303,44.5999984741211,29.2999992370605,23.2999992370605,47.2999992370605,48.5999984741211,54.2000007629395,56.5999984741211,55.5,54.7000007629395,46.7599983215332,39.6800003051758,60.4500007629395,77.0800018310547,1.5,2.07209617436819,0,NA,0,158881,1.45186362074888,67622,46576,89526,94057,10.7762002378899,62.9497198221983,70.6483154231346,68.2624001801014,43.1712001860142,66.1712001860142,44.2624001801014
"MI",26081,"Kent",0,-85.5492546979897,43.0322032200953,0.249503339634008,856,23.9559173583984,0.437332043253794,0.619366852886406,30716,213.323740070322,52.198711054816,125529,0.00406954030472718,1,1,0,0,NA,0,0.00311489395472492,0.00648488589988035,0.0113746153658794,0.0561399752824515,0.08929805775375,0.0973213722698474,574335,80.3000030517578,2.8,44512,1.72242693091976,NA,NA,NA,755719,1990697,6552452,16592422,73253,109922,159145,183041,240511,246338,288292,0,0,0.315218967517401,0.139171511627907,6.65286302935335,6.92755790627832,NA,NA,550400,NA,NA,0,0.437332043253794,0.619366852886406,30716,213.323740070322,125529,0.00406954030472718,1,0,50.0999984741211,52.5999984741211,43.7000007629395,52.2000007629395,45.4000015258789,40.4000015258789,46.5999984741211,0,33.9000015258789,37.5999984741211,30.8999996185303,35,45.7999992370605,43.0999984741211,1.29999995231628,42.2999992370605,22.7000007629395,38.2999992370605,29.5,53.7000007629395,25.3999996185303,13.5,24.2000007629395,48,52.5,47.2000007629395,44.0999984741211,43.7000007629395,36.7999992370605,33.8199996948242,38.9700012207031,56.4099998474121,0,5.57111516944935,0,NA,0,30590,2.10812530409072,56327,26719,97972,98929,7.51747541786259,61.1184265467604,66.6920142709164,123.436199992895,66.4361999928951,107.436199992895,66.4361999928951
"MI",26087,"Lapeer",0,-83.2218315888401,43.0900596094659,0.189847993545999,654,23.3344917297363,0.468197137457988,0.540822991508818,14754,222.780872983598,39.0986831931674,84067,0.00352446794089738,0,0,0,0,NA,0,0.0039353478566409,0.00147389651694981,0.00544899738448126,0.0064797293422788,0.00819075354932654,0.0104394297942685,87904,77.5999984741211,4.6,47774,1.00487113802205,NA,NA,NA,563103,1181879,3286909,8022633,30138,29213,26033,25782,28348,32116,35794,0,0,0.259626327769348,0.139592717717718,NA,6.39692965521615,NA,NA,426240,NA,NA,0,0.468197137457988,0.540822991508818,14754,222.780872983598,84067,0.00352446794089738,0,0,45.5999984741211,50.7999992370605,48.5999984741211,51.9000015258789,38.2000007629395,40.7999992370605,46,0,35.2000007629395,43.5999984741211,41.9000015258789,40.9000015258789,42.5,42.4000015258789,1.39999997615814,35.5999984741211,26.7000007629395,30.5,22.2999992370605,35.7999992370605,18.5,12.3000001907349,16.7000007629395,45.7999992370605,41.2999992370605,29.8999996185303,27.7000007629395,35.0999984741211,26.6800003051758,27.0599994659424,32.75,58.7700004577637,0,8.64080786714898,0,NA,0,14685,5.98077571669477,53199,8895,10664,9466,-0.776303768098579,58.1718437558967,59.2851176625441,6.63509994745255,5.38899999856949,6.63509994745255,5.38899999856949
"MI",26093,"Livingston",0,-83.9115472920768,42.6029730400576,0.166325806085017,568,14.7578544616699,0.452840535650809,0.35456595264938,16851,273.269242181473,35.2935856460724,130473,0.00154293513738057,0,0,0,0,NA,0,0.00294786925941249,0.00188334664992581,0.00239658725974213,0.00834364983804501,0.00460016183394817,0.00447042831013389,156951,85.5999984741211,2.5,61915,0.770982760790235,NA,NA,NA,775233,1631019,4604860,10829325,22251,20858,17736,17522,19274,20863,26725,0,0,0.265980735551664,0.163952464788732,5.72031177660741,6.62007320653036,NA,NA,363520,NA,NA,0,0.452840535650809,0.35456595264938,16851,273.269242181473,130473,0.00154293513738057,0,0,54.7000007629395,61,51.9000015258789,57.0999984741211,49,49.0999984741211,55.2999992370605,0,43.7999992370605,51.5999984741211,47.2999992370605,45.0999984741211,47.2000007629395,42.7000007629395,1.20000004768372,47.4000015258789,36.5,44.7999992370605,39.7000007629395,47.5,33.7000007629395,28.1000003814697,26.7999992370605,50.0999984741211,43.0999984741211,31.3999996185303,28,27.1000003814697,23.8199996948242,27.0599994659424,35.0699996948242,58.9799995422363,0,11.5874962323724,0,NA,0,16825,0.9453985367732,73656,77910,18712,18700,-6.79849288915817,60.6808651946064,53.8823723054483,12.2080001831055,12.2080001831055,12.2080001831055,12.2080001831055
"MI",26099,"Macomb",0,-82.932190338019,42.695690100972,0.1373084802945,480,27.7079811096191,0.518829130735549,0.596447748864106,22843,278.740664536182,48.9579335055668,130056,0.00275795648557545,0,1,0,0,NA,0,0.0042728852838934,0.00629871663648532,0.0201322952860514,0.0121092132049915,0.0270583354162728,0.0864743191855197,788149,76.9000015258789,3.7,49601,1.29083832187816,NA,NA,NA,906351,1614760,6367273,12283257,31627,31813,32606,38103,77146,107638,184961,0,0,0.558082120582121,0.309851694915254,6.29156913955832,7.09007683577609,NA,NA,302080,NA,NA,0,0.518829130735549,0.596447748864106,22843,278.740664536182,130056,0.00275795648557545,1,1,53.4000015258789,55.2000007629395,55.7999992370605,51,45.2000007629395,45.7999992370605,51.5999984741211,0,45.2999992370605,53.2000007629395,49,51.5,51.7000007629395,53.2999992370605,0.899999976158142,44.2999992370605,37.2999992370605,39.7999992370605,38.9000015258789,39.7999992370605,23,20,36.2999992370605,63.7000007629395,60,53.7999992370605,52.0999984741211,53,49.1399993896484,51.7299995422363,62.8300018310547,74.4599990844727,0,1.31621810340585,0,NA,0,22780,1.60338532084124,56646,35329,96593,95479,3.83158883783943,68.1299845752312,74.9561427201135,32.221400141716,19.221400141716,31.221400141716,19.221400141716
"MI",26125,"Oakland",0,-83.3855322639102,42.6604389936022,0.258204898023982,873,36.8229064941406,0.442582660144241,0.305055906660185,38261,356.100415566765,44.7433671911175,304509,0.00807610883144716,1,0,0,0,NA,0,0.0113783737489906,0.0127484730705164,0.0208881086953099,0.0313249349301828,0.101092319596435,0.136463061873213,1194156,84.5999984741211,2.9,59677,1.2361671300466,NA,NA,NA,2036309,3073040,13624758,25554239,41537,41245,49576,90050,211251,254068,396001,0,0,0.287200684150513,0.150959367945824,6.56526497003536,7.29641326877392,NA,NA,567040,NA,NA,0,0.442582660144241,0.305055906660185,38261,356.100415566765,304509,0.00807610883144716,1,0,49.9000015258789,52.0999984741211,51.2999992370605,52,44,45.5,50.7000007629395,0,41.0999984741211,50.7999992370605,47.2999992370605,47.2999992370605,47.5,46.5,1,42.7000007629395,35,36.7000007629395,31.8999996185303,44.7000007629395,23.6000003814697,11.6999998092651,18,48.7999992370605,54.5,48.7000007629395,47.7000007629395,44.0999984741211,38.8400001525879,39.4199981689453,45.3899993896484,61.439998626709,0,8.680031333837,0,NA,0,37952,1.48195859770557,69369,46809,1160229,158052,8.18572317486211,63.4124294237163,73.8189886703236,61.0411999225616,33.3840999603271,58.0411999225616,33.3840999603271
"MI",26139,"Ottawa",0,-85.9960472458691,42.9599198816725,0.164988552124694,566,16.8712463378906,0.358530448803132,0.831767719897523,8777.73529601224,130.489216799092,45.8938361633044,24957.5956119836,0.00325387816874764,1,1,0,0,NA,0,0.00356459419909197,0.000839278220730172,0.000586657727120349,0.00275391828742169,0.0104777730221473,0.0146853120344502,238314,79.8000030517578,2.4,51677,1.31449289758617,NA,NA,NA,241337,1060667,1724415,7568445,33126,35358,45301,47660,54858,59660,73751,0,0,0.338818705673759,0.136061946902655,NA,6.99576615630485,NA,NA,361600,NA,NA,0,0.363050294951238,0.831767719897524,13215,130.489216799092,37574,0.00325387816874764,1,1,52.0999984741211,66.3000030517578,57.7999992370605,64.1999969482422,41.0999984741211,46.2999992370605,53.2999992370605,0,29.7999992370605,43,32.5,33.9000015258789,40.7999992370605,41.7999992370605,0.699999988079071,35.5999984741211,19.7999992370605,28.6000003814697,23.2999992370605,40.4000015258789,17.8999996185303,12.6000003814697,14,38.5999984741211,44.2999992370605,36.9000015258789,33,34.7999992370605,25.5499992370605,24.7600002288818,24.4500007629395,45.0400009155273,0,6.27487101228108,0,NA,0,8745.85248903467,2.13383783783784,59214,27750,31673,33547,8.37181625797342,62.942506355859,68.9666638220697,39.3017000555992,26.3017000555992,39.3017000555992,26.3017000555992
"MI",26145,"Saginaw",0,-84.0531424897676,43.334972392819,0.234515897284993,809,9.49685287475586,0.413005889865865,0.854351687388988,12693,52.5350193019775,36.703379568472,18168,0.00299377609706137,0,0,0,0,NA,0,0.00736629408906054,0.00386893484633947,0.0261903301959101,0.12221549719445,0.186213036626531,0.190409104306861,210039,74.8000030517578,4,36318,1.8557416162241,NA,NA,NA,124572,420220,666827,2820883,59095,82273,89290,100286,120717,130468,153515,0,0,0.514354987684729,0.297403381642512,7.09464969762123,7.09007683577609,NA,NA,529920,NA,NA,0,0.413005889865865,0.854351687388988,12693,52.5350193019775,18168,0.00299377609706137,0,0,52.9000015258789,48.7999992370605,52.5999984741211,61.2000007629395,53.5999984741211,44.7000007629395,52.2999992370605,0,41,53.7000007629395,47.5999984741211,46.2000007629395,55.7000007629395,50.0999984741211,0.400000005960464,45.4000015258789,31.8999996185303,40.4000015258789,32.5,45.7000007629395,28.3999996185303,17.8999996185303,33.7000007629395,54.7000007629395,54.5999984741211,45.2000007629395,42.0999984741211,41.7000007629395,34.9099998474121,37.0200004577637,44.0400009155273,61.5699996948242,0,6.90590876302097,0,NA,0,12557,1.89498872760353,47911,25283,29817,28776,3.95055265846581,61.8316233153484,64.4277943355847,71.6258000135422,24.4704999923706,65.6010999679565,25.4952000379562
"MI",26147,"St. Clair",0,-82.6805543272259,42.9327117286823,0.214022240732118,724,24.0689659118652,0.456757061634524,0.619047619047619,26604,62.3643812960457,51.5950492894238,32157,0.00199218162682303,0,1,0,0,NA,0,0.00180027822481656,0.00965367442982985,0.0170554433103304,0.0224921988766382,0.0210125734465857,0.0243866535819431,164235,74.8000030517578,4.9,42617,1.42338414634146,NA,NA,NA,213841,1028804,1659142,6915877,46197,52105,52341,58009,67563,76222,91599,0,0,0.334459459459459,0.194542253521127,6.11589212548303,6.94119005506837,NA,NA,454400,NA,NA,0,0.456757061634524,0.619047619047619,26604,62.3643812960457,32157,0.00199218162682303,0,1,46.2999992370605,50.9000015258789,52.0999984741211,55.0999984741211,45.4000015258789,42.5,53.2999992370605,0,39.5999984741211,47,40.7999992370605,39.7999992370605,47.7999992370605,47.7000007629395,0.800000011920929,36.4000015258789,27,32.0999984741211,27.8999996185303,40.5,23,15.8000001907349,28.2000007629395,45.5999984741211,45.5999984741211,39.5999984741211,38,47.9000015258789,30.4699993133545,30.4200000762939,40.0400009155273,59.0900001525879,0,8.54686363121626,0,NA,0,26551,2.35357650402653,49684,21110,22230,21809,9.44151545572107,65.7725735915194,68.8830309114421,21.2394000291824,13.2394000291824,21.2394000291824,13.2394000291824
"MI",26151,"Sanilac",0,-82.8203694351063,43.4234749259332,0.277317835785873,964,12.5018253326416,0.435976691286535,0.73027989821883,7599,55.6375838926174,25.4616079494128,16605,0,0,1,0,0,NA,0,0.0019228128004395,0.00019207990524058,0.00026565716942286,0.000401272607412078,0.00278357689631176,0.00347914830449506,44547,72.0999984741211,5.8,32199,0.843611428571429,NA,NA,NA,54365,454853,422790,2244420,26341,32589,33930,31237,27751,30114,30837,0,0,0.313312955254943,0.145203637295082,NA,6.16331480403464,NA,NA,624640,NA,NA,0,0.435976691286535,0.73027989821883,7599,55.6375838926174,16605,0,0,1,NA,NA,NA,69.8000030517578,20,30.3999996185303,29.7000007629395,0,22.6000003814697,34.4000015258789,34.7999992370605,26.6000003814697,42.7999992370605,37.7000007629395,1.29999995231628,31.6000003814697,19.3999996185303,24.3999996185303,17.2999992370605,28,13.3999996185303,10.6999998092651,18,36.4000015258789,29.7999992370605,17.5,17.3999996185303,36.7999992370605,16.9500007629395,21,27.3400001525879,45.1599998474121,0,8.79678569317212,0,NA,0,7599,1.23777777777778,41775,33750,5163,5031,18.6477212773426,60.4190061158542,74.6111819820352,197.73789998889,103.782600015402,178.782600015402,106.782600015402
"MI",26163,"Wayne",0,-83.2820528606715,42.2816696380712,0.179312495607023,614,17.92919921875,0.490974462286268,0.582457558609539,75547,122.372787800972,71.9469633295978,128496,0.0221451546719261,1,1,0,0,NA,0,0.0225390211529092,0.0371249400286164,0.0810131656564745,0.270393448807181,0.421602959883794,0.405333123876734,2061162,70,4.8,35357,1.640592317142,NA,NA,NA,1107957,1830309,9244897,17986185,166444,257114,531591,1177645,1888946,2015623,2435235,0,0,0.418039538714992,0.201612903225806,6.65929391968364,7.24422751560335,NA,NA,396800,NA,NA,0,0.490974462286268,0.582457558609539,75547,122.372787800972,128496,0.0221451546719261,1,1,49.9000015258789,51.9000015258789,52.7000007629395,55.4000015258789,51.4000015258789,47,56.2999992370605,0,42.7000007629395,52.5,47.0999984741211,48.4000015258789,53.9000015258789,50,0.400000005960464,42.7000007629395,28,31,25.6000003814697,45.0999984741211,17.6000003814697,7.09999990463257,36.7999992370605,57.2000007629395,64.5,61.5999984741211,63.4000015258789,57.9000015258789,57.4300003051758,57.8800010681152,65.9800033569336,75.9700012207031,0,7.78478044503996,0,NA,0,73872,1.98230349505973,53768,27124,1320552,283520,15.0263901308592,56.2457857110748,71.9831538371732,47.2471001446247,28.8175001442432,44.8175001442432,29.2471001446247
"MN",27003,"Anoka",0,-93.2463819666645,45.2731902785562,0.132536378899001,424,7.86441898345947,0.307452463708853,0.940298507462687,2106,86.8399810066477,41.9076535288726,4364,0,0,0,NA,0,NA,0,0.00380710659898477,0.00313579930884423,0.000802031813928619,0.00115168612024121,0.0159552340950873,0.043836370011244,298084,86.6999969482422,2.2,53308,1.44993277896729,NA,NA,NA,44062,138944,182885,421379,7108,9884,12493,15626,18415,22443,35579,0,0,0.219485294117647,0.0799972766884532,NA,6.90775527898214,NA,NA,293760,NA,NA,0,0.307452463708853,0.940298507462687,2106,86.8399810066477,4364,0,0,0,NA,NA,NA,NA,NA,34.4000015258789,36.9000015258789,0,28.8999996185303,39.9000015258789,34.0999984741211,26.1000003814697,35.0999984741211,37.9000015258789,33.0999984741211,26,14.8999996185303,26.7000007629395,28.3999996185303,45.4000015258789,17.7999992370605,8.30000019073486,39.7999992370605,59.5,56.9000015258789,55.7000007629395,57.4000015258789,64.8000030517578,55.5,55.5,58.9000015258789,70.5,2.09999990463257,6.88111502866254,0,NA,0,2106,1.68676947483844,72300,42863,40207,40592,0.860198529901248,65.1126062177353,65.9728047476366,7.06000000238419,7.06000000238419,7.06000000238419,7.06000000238419
"MN",27037,"Dakota",0,-93.0655530063607,44.6717263677788,0.172327648588066,570,25.9960250854492,0.445000137221859,0.723516949152542,9093,135.09149895524,31.4398658851834,39071,0.00428901352688882,0,1,0,0,NA,0,0.00282000980872977,0.00134635965063693,0.000655572365103379,0.00130178530556191,0.0227336585146556,0.0469424316024007,355904,90.6999969482422,1.8,57802,1.3295978905735,NA,NA,NA,202177,1014741,1228387,5226820,17391,20240,25171,28967,34592,39660,49019,0,0,0.30401707530648,0.158858514190317,NA,7.0475172213573,NA,NA,383360,NA,NA,0,0.445000137221859,0.723516949152542,9093,135.09149895524,39071,0.00428901352688882,0,1,NA,NA,NA,NA,NA,45.7999992370605,50,0,61.9000015258789,55.9000015258789,51.5999984741211,52.7999992370605,55.7999992370605,51,49.9000015258789,47,27.6000003814697,39.5,41.4000015258789,52.5999984741211,27.1000003814697,10,54.2000007629395,65.6999969482422,57.7000007629395,52.5999984741211,52.2000007629395,63.5999984741211,28.7000007629395,36.0999984741211,36.5,55.7999992370605,1.10000002384186,4.94833658878913,0,NA,0,9052,1.68304737239668,77984,46335,51354,48979,NA,68.3333333333333,NA,6,0,6,0
